detected_at,company,title,location,flags,url
2026-09-03T17:53:00.945963+00:00,SpaceX,"Automation Engineer, Blades and Vanes Foundry","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8502939002?gh_jid=8502939002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Automation and Controls Engineer, AI Satellites (Starmind)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8727884002?gh_jid=8727884002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Aviation Development Engineer, Networking (Starlink) ","Woodinville, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8731929002?gh_jid=8731929002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Battery Test Engineer, Satellites (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8488324002?gh_jid=8488324002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Build Engineer, Structures (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8562456002?gh_jid=8562456002
2026-09-03T17:53:00.945963+00:00,SpaceX,CMM Programmer (Starlink) - 2nd Shift,"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8694895002?gh_jid=8694895002
2026-09-03T17:53:00.945963+00:00,SpaceX,CNC Programmer (Starship Components) - Level 4/5   ,"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8509075002?gh_jid=8509075002
2026-09-03T17:53:00.945963+00:00,SpaceX,CNC Programmer (Starship Components) - Level 4/5 (2nd Shift),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8581415002?gh_jid=8581415002
2026-09-03T17:53:00.945963+00:00,SpaceX,CNC Programmer - Level 4/5 (2nd Shift),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8487596002?gh_jid=8487596002
2026-09-03T17:53:00.945963+00:00,SpaceX,"CNC Programmer, Development (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8697078002?gh_jid=8697078002
2026-09-03T17:53:00.945963+00:00,SpaceX,"CNC Programmer, NX CAM (IGT Blades & Vanes) - Level 4/5","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8743358002?gh_jid=8743358002
2026-09-03T17:53:00.945963+00:00,SpaceX,"CNC Programmer, NX CAM (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8731809002?gh_jid=8731809002
2026-09-03T17:53:00.945963+00:00,SpaceX,Data Engineer (Starlink Go-To-Market),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8637472002?gh_jid=8637472002
2026-09-03T17:53:00.945963+00:00,SpaceX,Data Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8626535002?gh_jid=8626535002
2026-09-03T17:53:00.945963+00:00,SpaceX,Data Engineer (Starlink),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8626500002?gh_jid=8626500002
2026-09-03T17:53:00.945963+00:00,SpaceX,Data Engineer (Starship),"Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8569186002?gh_jid=8569186002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Development Test Engineer, Battery (Starship Electronics)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8647452002?gh_jid=8647452002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Development Test Engineer, Satellites (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8532641002?gh_jid=8532641002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Development Test Engineer, Structures (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8551872002?gh_jid=8551872002
2026-09-03T17:53:00.945963+00:00,SpaceX,Dimensional Inspector (CMM Programmer),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8741932002?gh_jid=8741932002
2026-09-03T17:53:00.945963+00:00,SpaceX,EDM Programmer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8579766002?gh_jid=8579766002
2026-09-03T17:53:00.945963+00:00,SpaceX,Embedded Security Engineer (Starlink),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719858002?gh_jid=8719858002
2026-09-03T17:53:00.945963+00:00,SpaceX,Embedded Security Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719863002?gh_jid=8719863002
2026-09-03T17:53:00.945963+00:00,SpaceX,Embedded Security Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719857002?gh_jid=8719857002
2026-09-03T17:53:00.945963+00:00,SpaceX,Embedded Software Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8706480002?gh_jid=8706480002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Embedded Software Engineer, Laser Mesh Routing (Starlink)   ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578936002?gh_jid=8578936002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Embedded Software Engineer, Laser Mesh Routing (Starlink)   ","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578934002?gh_jid=8578934002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Embedded Software Engineer, OS/Platform  (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8752935002?gh_jid=8752935002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Embedded Software Engineer, OS/Platform (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8511391002?gh_jid=8511391002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Embedded Software Engineer, OS/Platform (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8530798002?gh_jid=8530798002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Embedded Software Engineer, Satellite Antenna (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8603628002?gh_jid=8603628002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Environmental Engineer, Compliance/Air Programs ","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8702120002?gh_jid=8702120002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Environmental Health & Safety Engineer, Construction (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8614340002?gh_jid=8614340002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Equipment Maintenance & Reliability Engineer, PCB (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8568127002?gh_jid=8568127002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Equipment Reliability Engineer, PCB Maintenance (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8568130002?gh_jid=8568130002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Facilities Engineer, MEP","McGregor, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8580838002?gh_jid=8580838002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Facilities Engineer, Solar Cell Factory (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8524791002?gh_jid=8524791002
2026-09-03T17:53:00.945963+00:00,SpaceX,Factory Software Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8574053002?gh_jid=8574053002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Failure Analysis Engineer, Microelectronics (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8498761002?gh_jid=8498761002
2026-09-03T17:53:00.945963+00:00,SpaceX,Flight Software Engineer (Starlink Mobile),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8556909002?gh_jid=8556909002
2026-09-03T17:53:00.945963+00:00,SpaceX,Flight Software Infrastructure Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8692260002?gh_jid=8692260002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Fluid Systems Engineer, Solar Cell Factory (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8672670002?gh_jid=8672670002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Engineer (Application Software),"Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8675232002?gh_jid=8675232002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Engineer (Application Software),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8701392002?gh_jid=8701392002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Engineer (Application Software),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8681166002?gh_jid=8681166002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Engineer, Employee Experience ","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8763492002?gh_jid=8763492002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Engineer, Flight Software","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8769729002?gh_jid=8769729002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Software Engineer (Application Software),"Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8639573002?gh_jid=8639573002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Software Engineer (Application Software),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8495180002?gh_jid=8495180002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Software Engineer (Build Reliability) ,"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8555791002?gh_jid=8555791002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Software Engineer (Components) ,"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8706459002?gh_jid=8706459002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Software Engineer (Starlink),"Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8501225002?gh_jid=8501225002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Software Engineer (Starshield),"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8610872002?gh_jid=8610872002
2026-09-03T17:53:00.945963+00:00,SpaceX,Full Stack Software Engineer - Simulation & Flight Systems,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8731959002?gh_jid=8731959002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Data (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8656465002?gh_jid=8656465002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Data Platform (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8746439002?gh_jid=8746439002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Developer Systems ","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8763489002?gh_jid=8763489002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Employee Experience ","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8726225002?gh_jid=8726225002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Internal Systems ","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8663562002?gh_jid=8663562002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Internal Systems ","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8681167002?gh_jid=8681167002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Observability (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8638457002?gh_jid=8638457002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Full Stack Software Engineer, Operations Software (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8722645002?gh_jid=8722645002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer - Embedded Controls, AI Satellites (Starmind)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8677846002?gh_jid=8677846002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, ADCS (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8755408002?gh_jid=8755408002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, ADCS (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8749175002?gh_jid=8749175002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, Beam Planning (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8564124002?gh_jid=8564124002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, Fleet Management (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8564126002?gh_jid=8564126002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, Orbit Control (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8540057002?gh_jid=8540057002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, Orbit Determination/Stargaze (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8751036002?gh_jid=8751036002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, Phased Array Devices (Starshield) ","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8749195002?gh_jid=8749195002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, Satellite Power Systems (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8459660002?gh_jid=8459660002
2026-09-03T17:53:00.945963+00:00,SpaceX,"GNC Engineer, Starlink Controls (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8755423002?gh_jid=8755423002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Harness Design Engineer, Satellites (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8612778002?gh_jid=8612778002
2026-09-03T17:53:00.945963+00:00,SpaceX,"IT Infrastructure Engineer, Virtualization & Storage","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8451903002?gh_jid=8451903002
2026-09-03T17:53:00.945963+00:00,SpaceX,IT Network Engineer - Top Secret Clearance,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8456295002?gh_jid=8456295002
2026-09-03T17:53:00.945963+00:00,SpaceX,IT Network Infrastructure Engineer,"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8570046002?gh_jid=8570046002
2026-09-03T17:53:00.945963+00:00,SpaceX,"IT Network Infrastructure Engineer, Launch","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8458745002?gh_jid=8458745002
2026-09-03T17:53:00.945963+00:00,SpaceX,IT Systems Engineer (Endpoint),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8609444002?gh_jid=8609444002
2026-09-03T17:53:00.945963+00:00,SpaceX,IT Systems Engineer (Endpoint),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8603113002?gh_jid=8603113002
2026-09-03T17:53:00.945963+00:00,SpaceX,IT Systems Engineer - Top Secret Clearance,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8548102002?gh_jid=8548102002
2026-09-03T17:53:00.945963+00:00,SpaceX,IT Windows Systems Engineer - Top Secret Clearance,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8548907002?gh_jid=8548907002
2026-09-03T17:53:00.945963+00:00,SpaceX,Infrastructure Engineer,"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8604308002?gh_jid=8604308002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Integration & Test Engineer, AI Satellites (Starmind)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8727656002?gh_jid=8727656002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Integration Engineer, Heatshield (Starship) ","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8603368002?gh_jid=8603368002
2026-09-03T17:53:00.945963+00:00,SpaceX,Kubernetes Platform Infrastructure Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8573281002?gh_jid=8573281002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Launch Engineer, Falcon Engineering   ","Vandenberg, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8624730002?gh_jid=8624730002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Launch Engineer, Fluid Systems (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8504994002?gh_jid=8504994002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Launch Engineer, Ground Support Equipment (Falcon)   ","Vandenberg, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8675103002?gh_jid=8675103002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Launch Engineer, Spacecraft Integration (Payloads)","Vandenberg, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8622779002?gh_jid=8622779002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Launch Pad Engineer, Fluid Systems (Falcon 9)","Vandenberg, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8623675002?gh_jid=8623675002
2026-09-03T17:53:00.945963+00:00,SpaceX,"ML Engineer, Surrogate Modeling (Vehicle Engineering)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8559035002?gh_jid=8559035002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Maintenance Engineer, High Pressure Die Casting (Starlink)   ","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8697058002?gh_jid=8697058002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Maintenance Engineer, PCB (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8561461002?gh_jid=8561461002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Mission Integration Engineer, AI (Starshield) - Top Secret Clearance","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8569184002?gh_jid=8569184002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Mission Integration Engineer, C3 - Top Secret Clearance","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8468689002?gh_jid=8468689002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Mission Integration Engineer, Mission Systems (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8626679002?gh_jid=8626679002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Mission Integration Engineer, User Products (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8502375002?gh_jid=8502375002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, GNC- '26/'27 (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696105002?gh_jid=8696105002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, GNC- '26/'27 (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696124002?gh_jid=8696124002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Launch & Test (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578087002?gh_jid=8578087002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Silicon Engineering","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8703552002?gh_jid=8703552002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Silicon Engineering","Irvine, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8706884002?gh_jid=8706884002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Silicon Engineering","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8706885002?gh_jid=8706885002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8493079002?gh_jid=8493079002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software  - '26/'27  (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696097002?gh_jid=8696097002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software (Application Software)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8730567002?gh_jid=8730567002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8729121002?gh_jid=8729121002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software - '26/'27 (Starlink)","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696080002?gh_jid=8696080002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software - '26/'27 (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696058002?gh_jid=8696058002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software Security - '26/'27 (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696143002?gh_jid=8696143002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software Security - '26/'27 (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8724316002?gh_jid=8724316002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software Security - '26/'27 (Starlink)","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696158002?gh_jid=8696158002
2026-09-03T17:53:00.945963+00:00,SpaceX,"New Graduate Engineer, Software Security - '26/'27 (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696156002?gh_jid=8696156002
2026-09-03T17:53:00.945963+00:00,SpaceX,OS/Platform Software Engineer (Starlink)   ,"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8752620002?gh_jid=8752620002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Applied AI (Application Software) ","Vandenberg, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8652304002?gh_jid=8652304002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Applied AI (Application Software) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8652301002?gh_jid=8652301002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Applied AI (Application Software) ","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8652236002?gh_jid=8652236002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Applied AI (Application Software) ","McGregor, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8652296002?gh_jid=8652296002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Applied AI (Application Software) ","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8652235002?gh_jid=8652235002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Applied AI (Application Software) ","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8652229002?gh_jid=8652229002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Facilities (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8634955002?gh_jid=8634955002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Starbase Infrastructure","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8780717002?gh_jid=8780717002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Supply Chain (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8571958002?gh_jid=8571958002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Operations Engineer, Supply Chain (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8646650002?gh_jid=8646650002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Platform Engineer, Flight Software (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8692268002?gh_jid=8692268002
2026-09-03T17:53:00.945963+00:00,SpaceX,Power Electronics Engineer - High Voltage (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8635943002?gh_jid=8635943002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Power Electronics Engineer, AI Satellites (Starmind)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8639268002?gh_jid=8639268002
